job_id,title,company_name,location,is_remote,posted_date,job_type,experience_level,salary_period,salary_min,salary_max,salary_currency,platform,official_url,skills,emails,us_only,requires_clearance,visa_sponsorship_unavailable
88e049e83d812553,Lead Contracts Specialist,Mercury Insurance Company,"Remote, US",True,2026-01-10,internship,intern,yearly,77283.0,179048.0,USD,Indeed,https://careers-mercuryinsurance.icims.com/jobs/6069/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,,False,False,False
5719e2ef38d801cd,Product Engineer (Multiple Levels Available),Allstate Insurance,"Remote, US",True,2026-01-09,contract,senior,yearly,90700.0,153925.0,USD,Indeed,https://allstateinsurance.contacthr.com/150571550,AWS; Azure; CI/CD; Java; Python; Scala; Typescript,,False,False,False
1d6093d6bd545421,Managing Engineer,Allstate Insurance,"Remote, US",True,2026-01-09,contract,staff_plus,yearly,100000.0,170500.0,USD,Indeed,https://allstateinsurance.contacthr.com/150571583,AWS; Azure; CI/CD; Java; Python; Typescript,,False,False,False
3e83240f7ccb2f9a,Event Technology & Platform Admin Manager,Internova Travel Group,"Remote, US",True,2026-01-09,internship,intern,yearly,53462.0,87712.0,USD,Indeed,https://careers-internova.icims.com/jobs/3705/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,Rest; Scala,,False,False,False
3c51a30f969ca26b,"Director, Information Technology",Internova Travel Group,"Remote, US",True,2026-01-09,internship,intern,yearly,,,USD,Indeed,https://careers-internova.icims.com/jobs/3720/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,Rust; Scala,,False,False,False
de0e2c7e19044c62,Research and Client Resource Analyst,Ameriprise Financial,"Remote, US",True,2026-01-09,internship,intern,yearly,52000.0,62400.0,USD,Indeed,https://careers.hireology.com/ameriprisefinancial-conshohockenpa/2626794/description?ref=indeed.com&source=indeed,,,False,False,False
2b7878c561603bdf,Onboarding Specialist,Avalara,"Remote, US",True,2026-01-09,internship,intern,yearly,68100.0,127600.0,USD,Indeed,https://careers.avalara.com/jobs/16589/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,Go,,False,False,False
0492d40fde77b3a9,"Director, Event Marketing",Avalara,"Remote, US",True,2026-01-09,internship,intern,yearly,136400.0,272500.0,USD,Indeed,https://careers.avalara.com/jobs/16509/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,,False,False,False
7a2141f90adcd92f,Software Engineer Work/Study Program,Flatiron School,,True,2026-01-10,unknown,unknown,unknown,,,,Glassdoor,,,,False,False,False
4fb645517ec83903,Program Director,Commence,"Virginia Beach, VA",False,2026-01-10,unknown,unknown,yearly,49195.0,79821.0,USD,Glassdoor,,,,False,False,False
715088ee979d58ed,"Infrastructure Software Engineer, Developer Platform",Dropbox,,True,2026-01-10,unknown,unknown,yearly,163200.0,248400.0,USD,Glassdoor,,,,False,False,False
798226f5c5072fb6,Lead Machine Learning Engineer,Interos Inc.,,True,2026-01-10,unknown,senior,yearly,200000.0,240000.0,USD,Glassdoor,,AWS; Databricks; LangGraph; Machine Learning; ML; Python; RAG; Rust; Scala; Snowflake; Vector DB,hr@interos.ai,False,False,False
a1497c5ff813a5dd,Consulting/Principal Software Engineer,RELX,"Raleigh, NC",False,2026-01-10,unknown,staff_plus,yearly,115400.0,192300.0,USD,Glassdoor,,,,False,False,False
64ea239f822dc1b5,"Machine Learning Engineer II, LLM Applied Science",Pinterest,"San Francisco, CA",False,2026-01-10,internship,intern,yearly,138905.0,285982.0,USD,Glassdoor,,Deep Learning; Java; LLM; Machine Learning; ML; NLP; Python; Pytorch; RAG; Rest; Scala; Tensorflow; Transformers,,False,False,False
1f6b98e8f8836e2c,"Staff Machine Learning Engineer, Ads - Quora (Remote)",Quora,"Austin, TX",False,2026-01-10,unknown,staff_plus,yearly,189507.0,336370.0,USD,Glassdoor,,Machine Learning; ML; Python; Scala,,False,False,False
2947e1f143115b5b,Data Engineer (L5) - Ads,Netflix,,True,2026-01-10,unknown,senior,yearly,170000.0,720000.0,USD,Glassdoor,,Flink; Gdpr; Hadoop; Java; Machine Learning; ML; Python; Rest; Scala; Spark; SQL,,False,False,False
57758a4d47c8a636,Senior Cloud Engineer,BlueFlag LLP,"Dallas, TX",False,2026-01-10,unknown,senior,unknown,,,,Glassdoor,,,,False,False,False
9898be8c954620eb,Engineering Manager - Home Team,Coursera Sourcing,"Seattle, WA",False,2026-01-10,unknown,staff_plus,unknown,,,,Glassdoor,,Machine Learning; Scala,accommodations@coursera.org,False,False,False
0caba1221316aed9,Principal Solutions Architect,Humana,,True,2026-01-10,unknown,staff_plus,yearly,172200.0,236900.0,USD,Glassdoor,,,,False,False,False
33d6bd906a99b133,Senior Staff DevOps Engineer - MetaMask,Consensys,,True,2026-01-10,unknown,senior,yearly,160000.0,218000.0,USD,Glassdoor,,,,False,False,False
fae3c88dab195941,Infrastructure Engineer II (DevOps Engineer),eduNEXT,,True,2026-01-10,unknown,unknown,unknown,,,,Glassdoor,,,,False,False,False
742fe934db91fe91,"Senior Data Scientist, Research and Development",Cargill,"Minneapolis, MN",False,2026-01-10,unknown,senior,yearly,120000.0,150000.0,USD,Glassdoor,,,,False,False,False
82fc9cf84d144678,DevOps Engineer II (AWS),Jamf,"Minneapolis, MN",False,2026-01-10,unknown,unknown,yearly,93700.0,199800.0,USD,Glassdoor,,AWS,,False,False,False
a6eff697ab877794,"Senior Data Engineer, Data Platform Operations",NBCUniversal,"New York, NY",False,2026-01-10,unknown,senior,yearly,140000.0,180000.0,USD,Glassdoor,,,,False,False,False
53f5d7e45fe7e0d3,"Director, Analytics",Mom's Meals,"Ankeny, IA",False,2026-01-10,unknown,unknown,yearly,164624.0,214011.0,USD,Glassdoor,,,,False,False,False
8085291d0778c89f,Lead AI Engineer,Work from Home,"Nashville, TN",False,2026-01-10,unknown,staff_plus,yearly,110179.0,160522.0,USD,Glassdoor,,,,False,False,False
ec77ebe6a85fe8b1,"DevOp Engineer - $60,000-$100,000/DOE - Missoula, Montana",ELM Utility Services,"Missoula, MT",False,2026-01-10,unknown,unknown,yearly,60000.0,100000.0,USD,Glassdoor,,,,False,False,False
79e51ef142d38582,Jr. Data Scientist,OSC Global,,True,2026-01-10,unknown,entry,unknown,,,,Glassdoor,,,,False,False,False
6fafa760d87c113f,Data Scientist,Center for Health Internal medicine,,True,2026-01-10,unknown,unknown,yearly,85280.0,104000.0,USD,Glassdoor,,,,False,False,False
7b547cd20aaf1302,Data Scientist (MMM),FocusKPI Inc.,"San Bruno, CA",False,2026-01-10,unknown,unknown,yearly,104000.0,104000.0,USD,Glassdoor,,,,False,False,False
bc8ec3c1923e2619,AI Engineering Apprentice - United States - 18 Months,LunarTech,,True,2026-01-10,apprenticeship,intern,unknown,,,,Glassdoor,,,,False,False,False
91271e08d1f5e913,Data Scientist,Jorie AI,"Oak Brook, IL",False,2026-01-10,unknown,unknown,yearly,110000.0,150000.0,USD,Glassdoor,,,,False,False,False
3f1f8cd6d33e339e,Data Scientist,Truly Free,"Williamsburg, MI",False,2026-01-10,unknown,unknown,yearly,110000.0,135000.0,USD,Glassdoor,,,,False,False,False
3abdd3f8d57e7bdb,"Senior Data Scientist, Research and Development",Cargill,"Wayzata, MN",False,2026-01-10,unknown,senior,yearly,120000.0,150000.0,USD,Glassdoor,,,,False,False,False
c58e87bf744a40ca,"Member of Technical Staff, Machine Learning Datasets",Runway AI,,True,2026-01-10,unknown,staff_plus,yearly,270000.0,370000.0,USD,Glassdoor,,Machine Learning,,False,False,False
5c73c04e8e432877,"Lead Data Scientist - Operations Research (Minneapolis Preferred, Remote Eligible)",General Mills,"Minneapolis, MN",False,2026-01-10,unknown,staff_plus,yearly,73288.0,113687.0,USD,Glassdoor,,,,False,False,False
1f7a3f8107e6f3d2,Data Scientist (Remote),Elder Research,,True,2026-01-10,unknown,unknown,unknown,,,,Glassdoor,,,,False,False,False
16cbf1f4c2c87c62,Data Scientist II,CJ,"Santa Barbara, CA",True,,internship,intern,unknown,,,,Linkedin,https://careers.publicisgroupe.com/jobs/123731?lang=en-us&iis=Job+Board&iisn=LinkedIn+Apply&urlHash=VyVR,Go; LLM; Machine Learning; ML; Rest; Rust; Scala; Spark,usmstacompliance@publicis.com,False,False,False
d4bb74f56d4b24bb,Data Scientist II,CJ,"Agoura Hills, CA",True,,internship,intern,unknown,,,,Linkedin,,Go; LLM; Machine Learning; ML; Rest; Rust; Scala; Spark,usmstacompliance@publicis.com,False,False,False
fcea3cf474ceea22,Data Scientist (L4) -  Marketing and Experience DSE,Netflix,"Los Angeles, CA",False,,internship,intern,unknown,,,,Linkedin,,Python; Rust; SQL,,False,False,False
00f1fec0ff96fbb6,"Partner 20, Applied ML, Engineer, ASG",Andreessen Horowitz,"San Francisco, CA",False,,internship,intern,unknown,,,,Linkedin,,Airflow; CI/CD; Databricks; Docker; GCP; Kubernetes; Machine Learning; ML; Mlops; Python; Pytorch; Scala; Tensorflow,,False,False,False
983674b961c52e9e,Data Scientist,Uber,"Sunnyvale, CA",False,,internship,intern,unknown,,,,Linkedin,https://tnl2.jometer.com/v2/job?jz=5wqzsbb58392755ad66e7a475b74df8785973KIAGUCAAAABQ&iis=Job%20Board%20-%20Recruitment%20Marketing&iisn=LinkedIn&urlHash=Dee2,GCP; Java; Javascript; Machine Learning; Python; SQL,,False,False,False
bbc8daa0957e39d8,Machine Learning Engineer - New Grad 2026,Nextdoor,"San Francisco, CA",False,,internship,intern,unknown,,,,Linkedin,http://boards.greenhouse.io/nextdoor/jobs/7264954&gh_src=87e790f91?gh_src=87e790f91&urlHash=3aE0,Deep Learning; Java; Machine Learning; ML; Python; Rest; Rust,,False,False,False
64092c42988bb584,"Machine Learning Engineer Intern, (MS/PhD) 2026",Netflix,"Los Angeles, CA",False,,internship,intern,unknown,,,,Linkedin,https://explore.jobs.netflix.net/careers/job/790312415414?microsite=netflix.com&utm_source=LinkedIn&domain=netflix.com&urlHash=3WBO,Java; Machine Learning; ML; Python; Rest; Scala; Spark,,False,False,False
91d856483a960294,Data Scientist,Uber,"San Francisco, CA",False,,internship,intern,unknown,,,,Linkedin,,GCP; Java; Javascript; Machine Learning; Python; SQL,,False,False,False
7c03d3c38c413a64,ML Engineer Intern,Typeface,"Palo Alto, CA",False,,internship,intern,unknown,,,,Linkedin,,AWS; Azure; GCP; Machine Learning; ML; Python; Rust; Sagemaker; Vertex,,False,False,False
9d2b54b285e0ee1d,AI & Machine Learning Developer,Johnson Health Tech North America,"Vancouver, WA",False,,fulltime,senior,unknown,,,,Linkedin,,AWS; Dynamodb; Machine Learning; ML; NLP; Python; Pytorch; Rest; Sagemaker; Scala; Tensorflow,,False,False,False
7d93bb5f18a0cf36,AI / ML Solutions Engineer,Anyscale,"California, United States",True,,internship,intern,unknown,,,,Linkedin,,Airflow; AWS; Azure; CI/CD; GCP; Kubernetes; Machine Learning; ML; Mlops; Python; Ray; Scala; Spark,,False,False,False
3da5873224baca37,Senior ML Ops Engineer,Greenhouse Software,"British Columbia, Canada",True,,fulltime,senior,unknown,,,,Linkedin,,AWS; CI/CD; Databricks; Go; Grafana; Kubernetes; LLM; Machine Learning; ML; Mlops; Pytorch; Sagemaker; Terraform; Transformers; Vector DB; Vertex,accommodations@greenhouse.io,False,False,False
73ff0a7c45a811c2,AI/ML Engineering internship: SVL,IBM,"San Jose, CA",False,,internship,intern,unknown,,,,Linkedin,,LLM; Machine Learning; ML; Mlops; NLP; Python; Pytorch; Tensorflow,,False,False,False
0edbbf9ffd62a5c1,DevOps Engineer,Primis,"Edmonton, Alberta, Canada",True,,fulltime,senior,unknown,,,,Linkedin,,AWS; Azure; CI/CD; Docker; FastAPI; Kubernetes; ML; Python; Scala; Terraform,,False,False,False
beb562d89aa9dda8,Generative AI Engineer,Archer,"San Jose, CA",False,,fulltime,staff_plus,unknown,,,,Linkedin,,AWS; Azure; CI/CD; Docker; Embeddings; Faiss; GCP; Graphql; Kubernetes; LangChain; LangGraph; LLM; Mlops; Pinecone; Python; RAG; Rest; Scala; SQL; Vector DB; Vertex; Weaviate,people@archer.com,False,False,False
7a6781231b90ffc7,AI Engineer,Straiker,,False,,fulltime,unknown,unknown,,,,Linkedin,,AWS; Azure; Deep Learning; LLM; Machine Learning; ML; Mlops; NLP; Python; Pytorch; Scala; Tensorflow,,False,False,False
79a463f17fcaa478,Senior Machine Learning Engineer,Sailplane,,False,,fulltime,senior,unknown,,,,Linkedin,,AWS; Azure; CI/CD; Docker; GCP; Grafana; Kubernetes; LLM; Machine Learning; ML; Mlops; Prometheus; Python; Pytorch; Tensorflow,,False,False,False
b15f09ade2781b1a,Head of Applied AI,kadence,,False,,fulltime,senior,unknown,,,,Linkedin,,Deep Learning; Machine Learning; ML; Mlops; Scala,,False,False,False
3650a6f98b75afa3,Head of Machine Learning & Research,Highlight,"San Francisco, CA",False,,internship,intern,unknown,,,,Linkedin,,AWS; Azure; CI/CD; Deep Learning; Embeddings; Feature Store; GCP; Machine Learning; ML; Mlops; RAG; Rest; Scala,,False,False,False
2001df610487fd4a,"Data Scientist, Data Insights","Docker, Inc","Seattle, WA",True,,fulltime,entry,unknown,,,,Linkedin,https://jobs.ashbyhq.com/docker/bec8d1a0-1764-44e2-98ec-e914ee3b2f86/application?utm_source=Linkedin+Posting&urlHash=6M4S,Bigquery; Docker; Kubernetes; Machine Learning; Python; Redshift; Rust; Snowflake; SQL,,False,False,False
91e6eac47e22a533,Data Scientist I,Lensa,"Bellevue, WA",False,,internship,intern,unknown,,,,Linkedin,https://lensa.com/cgw/ff5d968d75984d669cb8a48ece56d3a3tjo1?jpsi=directemployers&publisher_preference=easier_apply&utm_campaign=Computer%20Occupations&utm_medium=slot&utm_source=linkedin&utm_term=jse&urlHash=olxy,Machine Learning; Python; SQL,support@lensa.com,False,False,False
01a9c4c83085af89,AI Scientist Intern,Intuit,"Mountain View, CA",False,,internship,intern,unknown,,,,Linkedin,https://dsp.prng.co/kiEgtpb&urlHash=sVZX,Deep Learning; Hadoop; Machine Learning; NLP; Python; Scala; Spark,,False,False,False
db538ee5beec2286,Data Scientist - Analytics,Axon.ai,"Palo Alto, CA",False,,internship,intern,yearly,124000.0,186000.0,USD,Linkedin,,Airflow; Bigquery; ML; Python; Rest; Scala; Snowflake; SQL,accommodations@applovin.com; peopleops@applovin.com,False,False,False
dde1f965297ee94c,Data Scientist,TALENT Software Services,"Novato, CA",False,,internship,intern,unknown,,,,Linkedin,,GCP; Java; Javascript; Python; Scala; SQL,,False,False,False
09bfed2ebbfc5c5c,Data Scientist,Glia,"Vancouver, British Columbia, Canada",False,,internship,intern,unknown,,,,Linkedin,https://jobs.ashbyhq.com/glia/ba7d6bce-0654-40ac-8e6a-5613803c3905?utm_source=LinkedInPaid&urlHash=z7kf,Go; LLM; ML; Mysql; NLP; Pinecone; Postgres; Python; Pytorch; RAG; Sagemaker; SQL; Tensorflow; Vector DB,talent@glia.com,False,False,False
53d9561a6d526b64,"Staff Machine Learning Engineer, Perception, Sensor Pipelines",Waymo,"San Francisco, CA",True,,fulltime,staff_plus,yearly,238000.0,302000.0,USD,Linkedin,,Deep Learning; Machine Learning; ML; Rust; Scala,,False,False,False
d16e4be57beb9763,"Staff Machine Learning Engineer, Perception, Sensor Pipelines",Waymo,"Mountain View, CA",True,,fulltime,staff_plus,yearly,238000.0,302000.0,USD,Linkedin,,Deep Learning; Machine Learning; ML; Rust; Scala,,False,False,False
1e7dd75821209939,Postdoctoral Researcher,Meta,"Seattle, WA",False,,internship,intern,unknown,,,,Linkedin,,Deep Learning; Machine Learning; Rest,-ext@fb.com,False,False,False
c500bb90a7a7118a,Postdoctoral Researcher,Meta,"Menlo Park, CA",False,,internship,intern,unknown,,,,Linkedin,,Deep Learning; Machine Learning; Rest,-ext@fb.com,False,False,False
099f4a0894ab2f6c,AI Researcher,Western Digital,"Irvine, CA",True,,internship,intern,unknown,,,,Linkedin,,Embeddings; LLM; Machine Learning; RAG; Scala,compliance@wdc.com; jobs.accommodations@wdc.com,False,False,False
6d59498002d497ee,AI Applications Engineer,Notion,"San Francisco, CA",False,,internship,intern,unknown,,,,Linkedin,,ML,,False,False,False
88081a1499d45f52,ML Perception Software Engineer,Applied Intuition,"Sunnyvale, CA",True,,fulltime,unknown,unknown,,,,Linkedin,https://boards.greenhouse.io/appliedintuition/jobs/4373447005?gh_jid=4373447005&source=LinkedIn&urlHash=ycLg,Machine Learning; ML; Rest; Rust,,False,False,False
b207141ff41760d1,AI/ML Engineer,VeeAR Projects Inc.,"Sunnyvale, CA",False,,contract,unknown,unknown,,,,Linkedin,,AWS; Bigquery; GCP; Machine Learning; ML; Python; Scala,,False,False,False
74adacc34d39a145,Senior AI Scientist,Intuit,"Mountain View, CA",False,,fulltime,senior,unknown,,,,Linkedin,,Deep Learning; Machine Learning; NLP; Python; Spark; SQL,,False,False,False
1d2406e54f1ea681,"Sr. Insights Analyst, Marketing Solutions",LinkedIn,"San Francisco, CA",False,,fulltime,senior,unknown,,,,Linkedin,,Python; Rust; SQL,accommodations@linkedin.com,False,False,False
